Unnamed: 0,limit_bal,sex,education,marriage,age,payment_status_sep,payment_status_aug,payment_status_jul,payment_status_jun,payment_status_may,payment_status_apr,bill_statement_sep,bill_statement_aug,bill_statement_jul,bill_statement_jun,bill_statement_may,bill_statement_apr,previous_payment_sep,previous_payment_aug,previous_payment_jul,previous_payment_jun,previous_payment_may,previous_payment_apr,default_payment_next_month
24039,50000,Male,Graduate school,Single,27.0,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,51042,48878,47884,29506,3672,8346,0,2354,1410,1500,4900,700,1
4606,50000,Female,University,Married,31.0,Unknown,Unknown,Unknown,Unknown,Unknown,Payed duly,50628,48748,46368,2443,6251,357,2350,3000,1000,6000,400,9844,1
26779,50000,Male,University,Single,29.0,Payment delayed 1 month,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Payment delayed 2 months,12460,13489,12987,13699,15868,15474,1530,0,1234,2403,0,711,0
3486,130000,Female,University,Single,25.0,Payed duly,Payed duly,Payed duly,Unknown,Unknown,Unknown,390,390,36659,23150,27376,33104,780,36659,5000,5000,7000,5000,0
10479,200000,Male,Others,Single,40.0,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,Unknown,58118,205712,194265,139360,82750,0,150000,7673,5000,5000,0,0,0
8973,20000,Male,High school,Married,27.0,Payment delayed 1 month,Payment delayed 3 months,Payment delayed 2 months,Unknown,Unknown,Unknown,20386,20757,19200,20000,0,0,1000,0,1000,0,0,0,0
9067,30000,Female,Graduate school,Single,29.0,Payment delayed 1 month,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,0,686,405,3190,2844,0,686,409,3190,2844,0,0,0
4994,500000,Female,Graduate school,Single,40.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,15929,18155,-131,10527,61751,2926,18222,0,10658,61751,2926,13609,0
19033,30000,Female,University,Married,45.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,30788,30395,27294,27216,26432,30692,1759,1762,1717,966,5739,1577,1
19133,50000,Female,University,Married,34.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,46843,49378,48052,48573,28902,28205,4310,0,2033,1119,985,2000,0
11969,260000,Female,Graduate school,Married,35.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,51133,60247,63615,71839,75506,78647,10000,5000,10000,5000,5000,10000,0
3929,50000,Female,University,Married,29.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,26052,27631,29128,29707,28825,29022,2000,2000,2500,1033,1053,1034,0
1433,20000,Male,University,Single,52.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,17420,19130,20340,19940,19940,0,2000,2000,0,0,0,0,0
17832,30000,Male,University,Single,24.0,Payment delayed 2 months,Payment delayed 4 months,Payment delayed 3 months,Payment delayed 2 months,Unknown,Unknown,31529,30752,29991,29192,28210,28543,0,0,0,1100,1300,2000,0
80,470000,Female,High school,Others,33.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,165254,157784,162702,69923,29271,29889,6400,7566,3000,960,1000,3000,0
8118,450000,Male,Graduate school,Married,48.0,Payed duly,Payment delayed 2 months,Payed duly,Payed duly,Payed duly,Payed duly,5514,1509,949,575,3489,0,0,949,575,4929,0,0,1
4556,150000,Male,Graduate school,Married,33.0,Payment delayed 1 month,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0
7121,260000,Female,University,Married,47.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,164137,167734,171932,175152,180719,183138,10000,10000,9000,10000,7000,6000,0
7747,400000,Male,Graduate school,Married,54.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1348,21411,-25,4895,48976,15319,21532,0,4920,49221,15395,0,0
23501,60000,Female,University,Single,31.0,Payment delayed 1 month,Payment delayed 2 months,Unknown,Unknown,Unknown,Payment delayed 2 months,20544,19921,20993,21736,23172,22661,0,1700,1400,1800,0,1800,0
6709,70000,Female,University,Single,23.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,65026,29549,29705,29012,28355,16579,4000,1595,775,1000,600,2000,0
3269,20000,Female,University,Married,45.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,18569,40278,18760,18662,0,0,2500,3000,1000,0,0,0,0
28053,270000,Female,University,Single,32.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,59710,49986,104390,94856,86461,83650,1808,69563,2891,2689,3012,2771,0
23761,180000,Female,University,Single,49.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,56677,35062,32721,32627,28272,26984,1600,1600,1500,1000,968,1000,0
6337,20000,Male,High school,Single,26.0,Payment delayed 2 months,Payment delayed 2 months,Payed duly,Payed duly,Payment delayed 2 months,Unknown,20155,10356,556,20897,20438,20325,0,600,20900,1,805,752,0
12761,50000,Male,University,Single,35.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,50000,37891,8434,8604,8865,9058,1150,1200,310,400,340,301,1
16893,200000,Male,Graduate school,Married,42.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-200,-200,-200,-200,2472,0,0,0,0,2672,0,1862,0
13705,50000,Male,University,Married,21.0,Payed duly,Unknown,Unknown,Unknown,Unknown,Unknown,47285,47807,48371,48629,49410,49568,2108,2062,1710,1923,1512,1000,0
16962,240000,Male,Graduate school,Married,65.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,146696,149707,151780,152373,145763,148276,6930,6000,6000,6000,5500,6000,0
5996,50000,Female,High school,Married,54.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,50318,50579,48491,29157,29097,29039,2008,3537,5700,1102,1200,1100,0
14719,240000,Male,Graduate school,Single,33.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,6785,57953,20367,6997,15607,44412,58243,20469,7032,15685,44513,20159,0
22653,360000,Female,High school,Married,43.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4435,799,1071,15584,3195,4261,805,1071,15604,3195,4269,3525,0
16379,30000,Female,High school,Married,46.0,Payment delayed 1 month,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,29201,30406,31295,29929,27744,28117,2000,1700,954,0,2253,1106,1
20570,100000,Male,Graduate school,Single,26.0,Unknown,Unknown,Unknown,Payed duly,Unknown,Unknown,1847,3614,3252,42058,33171,18379,2000,2000,42058,500,2000,2000,0
9702,80000,Female,University,Married,35.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9647,10390,10816,9746,9798,10401,1206,1131,322,490,1402,201,0
10968,200000,Male,Graduate school,Single,34.0,Payment delayed 3 months,Payment delayed 2 months,Payed duly,Payed duly,Payed duly,Unknown,1571,361,1716,460,0,0,0,1716,460,0,0,0,1
12054,80000,Female,University,Married,60.0,Payment delayed 1 month,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,-2,759,596,-4,1426,1300,761,597,0,1430,1309,1844,1
20875,230000,Male,Graduate school,Married,39.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,660,660,660,660,660,660,660,660,660,660,660,660,0
21972,20000,Female,University,Single,23.0,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,12492,11995,13324,14029,14308,14625,0,1528,1233,512,547,3880,1
3502,360000,Female,University,Single,30.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,132250,132655,135959,139796,143642,147418,5000,5000,5000,5000,5000,5000,0
2494,30000,Male,High school,Married,26.0,Payment delayed 1 month,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,30814,29551,24034,21155,18413,0,0,1500,1150,900,0,0,1
10347,200000,Male,High school,Married,36.0,Payed duly,Payment delayed 2 months,Payed duly,Unknown,Unknown,Payment delayed 2 months,1762,881,24842,28367,28721,20139,4,24846,5004,1540,4,6411,1
12289,80000,Male,Graduate school,Single,26.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,79565,78617,79229,77858,79566,74746,3481,3000,3000,3000,3000,1656,0
28982,240000,Female,Graduate school,Single,33.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,99938,92104,85194,83021,78556,78495,3500,4200,3600,3000,3000,3000,0
16851,20000,Male,University,Married,45.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,19473,19868,16749,17538,13840,7370,1896,1417,1206,284,147,4937,0
17179,50000,Female,Graduate school,Single,28.0,Payed duly,Payed duly,Payed duly,Payed duly,Unknown,Unknown,390,390,390,39685,40109,41303,390,780,39685,1337,5000,4696,1
19746,80000,Female,University,Single,35.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,28590,27635,26808,27680,26658,27324,1500,1600,3400,1300,3000,2000,0
4104,210000,Male,University,Single,25.0,Payment delayed 2 months,Unknown,Unknown,Unknown,Payment delayed 2 months,Unknown,7474,8625,3511,4950,4727,5494,1500,1500,1500,0,1000,1000,1
28519,80000,Female,University,Single,24.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,19188,18774,12339,11312,8324,7079,1374,1235,1101,270,1000,1000,0
23801,200000,Female,University,Married,56.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2155,0,1750,4990,1200,676,0,1750,4990,1369,676,2158,0
21418,60000,Female,University,Married,27.0,Payment delayed 1 month,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,25547,24838,27725,26981,28921,29506,0,3300,0,2400,1200,1300,1
11363,310000,Female,University,Married,35.0,Unknown,Unknown,Payed duly,Unknown,Unknown,Payed duly,14332,8257,11505,17264,10919,3185,1041,11512,7271,5000,3215,15558,0
1418,50000,Male,University,Single,37.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,48206,48659,47248,48241,49196,50296,2120,1750,1700,1800,2023,2113,0
14428,30000,Male,University,Single,25.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 3 months,Payment delayed 3 months,Payment delayed 3 months,Payment delayed 3 months,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1
16775,120000,Male,High school,Single,37.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2284,2007,1371,4639,360,2650,2007,1371,4639,360,2650,1947,0
4644,90000,Female,University,Married,47.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,1887,43542,12148,880,10880,880,43542,12148,880,10880,880,1080,0
26643,20000,Male,High school,Single,24.0,Payment delayed 2 months,Unknown,Unknown,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,8295,9310,12130,11644,12250,11910,1160,2980,0,1100,0,1000,1
12901,370000,Male,Graduate school,Single,36.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,297678,306455,307734,225974,231720,222733,12033,12015,7035,15037,7066,8000,1
20372,20000,Male,University,Single,22.0,Payment delayed 1 month,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,15471,16211,16752,17471,17830,19230,1300,1100,1300,649,1698,861,0
23032,150000,Female,Others,Married,34.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,14967,17705,19394,18956,20684,22237,3000,2000,2000,2000,2000,1000,0
4819,50000,Female,Graduate school,Single,35.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,51505,50581,48280,46978,46657,48233,2500,2200,2000,2000,5000,2000,0
3831,60000,Male,University,Single,28.0,Unknown,Unknown,Unknown,Unknown,Unknown,Payment delayed 2 months,42243,37131,38136,38903,41483,40257,7773,1628,1395,3210,0,2000,0
16050,150000,Female,University,Married,45.0,Payed duly,Payed duly,Payed duly,Unknown,Unknown,Unknown,16611,18540,18204,16132,-5880,-20544,18552,18267,16142,5880,13707,1088,0
28757,180000,Female,Graduate school,Single,28.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,51085,48531,55352,63055,75046,65184,5014,10000,10000,15057,10010,10036,0
11764,240000,Female,University,Single,37.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,500,0,0,0,0,0,0,0,0,0,0,0,0
23534,200000,Female,University,Married,40.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1521,-5,-5,-5,-5,1028,0,0,0,0,1033,12857,0
23471,100000,Female,High school,Married,30.0,Payment delayed 1 month,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,46809,47121,45239,44712,43654,44678,2000,0,1900,1600,3200,0,0
3838,20000,Female,Graduate school,Single,22.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,28758,14780,18829,18401,3000,0,1423,5000,400,200,0,0,0
20373,10000,Male,University,Single,22.0,Payment delayed 1 month,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,7019,6760,8882,8520,8694,8871,0,2400,0,174,177,181,1
29358,80000,Male,Graduate school,Single,27.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,63132,61397,70223,53429,28689,24827,2378,10000,23000,5000,10000,6000,0
1502,240000,Male,University,Married,43.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0
22762,180000,Female,High school,Married,36.0,Unknown,Unknown,Unknown,Payed duly,Payed duly,Payed duly,11540,633,606,20972,940,1383,633,606,20999,940,1383,0,0
937,240000,Male,Graduate school,Single,34.0,Payment delayed 1 month,Payment delayed 2 months,Payed duly,Payed duly,Unknown,Payed duly,11874,5979,6938,41858,10416,1711,0,6938,41877,0,1711,27162,0
12752,170000,Female,High school,Married,42.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,552,552,552,552,552,0,552,552,552,552,0,33290,0
29084,260000,Female,High school,Married,65.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1
27595,50000,Female,University,Married,38.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,51400,0,0,0,0,0,0,0,0,0,0,0,1
14039,30000,Female,University,Single,24.0,Payed duly,Payed duly,Payment delayed 2 months,Unknown,Unknown,Payed duly,1104,1162,774,386,-4,16305,1164,2,2,0,16309,0,0
17131,20000,Female,Graduate school,Single,24.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,18916,18556,19162,19293,19298,19198,1600,1805,1400,405,400,0,0
27397,300000,Male,High school,Married,45.0,Payed duly,Payed duly,Payed duly,Payment delayed 2 months,Payed duly,Unknown,836,390,780,390,780,780,390,780,0,780,0,0,0
7189,120000,Female,Graduate school,Single,33.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,53087,54805,55308,56407,57753,60130,2572,2009,2020,2256,3500,1739,0
16309,100000,Female,University,Married,34.0,Payment delayed 3 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,39192,39951,39030,43381,43771,44626,1700,0,5000,1400,1700,300,0
3726,250000,Female,Graduate school,Married,38.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,532,1106,771,625,1099,326,1106,771,625,1099,326,326,0
14051,300000,Female,Graduate school,Single,26.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,3853,1946,790,3569,657,0,1946,790,3569,657,0,3412,0
12597,150000,Female,University,Married,30.0,Payed duly,Payed duly,Payment delayed 2 months,Payed duly,Payed duly,Payed duly,696,1392,696,696,873,1392,1392,0,696,873,1392,696,1
7598,50000,Male,University,Single,26.0,Payment delayed 2 months,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,291,291,291,291,291,0,291,291,291,291,0,873,0
14174,250000,Male,University,Married,52.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Payment delayed 2 months,29086,33288,32459,34600,36539,38287,5000,0,3000,2500,2500,0,1
10695,90000,Female,University,Married,27.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,85753,87510,85188,87112,169533,90316,4000,0,4200,3285,7787,4000,1
16434,30000,Female,University,Married,53.0,Unknown,Unknown,Unknown,Unknown,Unknown,Payment delayed 2 months,14495,15447,16390,17717,19420,18970,1500,1500,1600,2000,0,1500,1
17330,30000,Female,Graduate school,Single,38.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1232,764,1909,544,390,954,764,1920,544,390,954,1913,0
66,10000,Male,University,Married,56.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,2097,4193,3978,4062,4196,4326,2300,0,150,200,200,160,1
17577,240000,Female,Graduate school,Single,31.0,Unknown,Unknown,Unknown,Unknown,Unknown,Payed duly,43601,-15,-15,-15,-15,1185,0,0,0,0,1200,0,0
22559,300000,Female,High school,Married,30.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,25936,26008,26324,27249,46007,46764,1500,1800,2000,20000,2160,2400,0
17528,370000,Female,University,Single,40.0,Unknown,Payed duly,Unknown,Unknown,Unknown,Payment delayed 2 months,11403,191438,189957,188960,195476,184094,191446,7002,6854,15960,0,122400,0
1422,130000,Female,University,Single,24.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,122750,118319,61466,48288,48898,49699,4966,2034,1710,1765,2000,2672,0
3873,50000,Male,High school,Married,52.0,Payment delayed 1 month,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,32119,29498,26196,23806,16818,14438,0,6900,0,0,0,0,1
11560,350000,Female,Graduate school,Single,40.0,Payment delayed 1 month,Unknown,Payed duly,Payed duly,Unknown,Unknown,-644,-644,5170,-1496,-2366,-2366,0,6033,1500,4,0,1500,0
631,50000,Female,University,Single,23.0,Unknown,Unknown,Unknown,Unknown,Unknown,Payment delayed 2 months,26795,28056,29284,30487,33831,33138,2000,2000,2000,4000,0,2000,0
888,90000,Female,University,Single,24.0,Unknown,Unknown,Unknown,Unknown,Unknown,Payment delayed 2 months,24401,22771,19461,16181,14669,14422,1454,1384,407,673,0,102,0
4283,80000,Female,University,Single,31.0,Payed duly,Payed duly,Unknown,Unknown,Unknown,Unknown,1019,8479,9947,10671,11923,12050,8479,2000,2000,2000,2000,1000,1
11425,250000,Female,University,Married,40.0,Payment delayed 1 month,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Payed duly,7067,998,0,0,0,1604,4,0,0,0,1604,0,0
20061,390000,Female,Others,Married,40.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,195688,199033,197961,195958,196019,199014,7636,5653,5545,5532,5859,6818,0
25286,80000,Female,University,Married,26.0,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,Unknown,78768,79611,80770,53142,55064,28750,3500,4450,2249,1200,2400,1100,0
17412,50000,Female,University,Single,33.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,26740,12498,16264,17918,16072,17041,2000,4000,2000,1000,2000,2396,0
24496,290000,Male,University,Married,36.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,42512,23991,22416,17016,12567,17199,3000,2010,3000,3000,5000,5000,0
11948,360000,Male,Graduate school,Married,30.0,Unknown,Unknown,Unknown,Payed duly,Payed duly,Payed duly,98048,69568,22030,498,3150,1074,4000,5000,498,3150,1074,2416,0
4558,40000,Male,University,Single,27.0,Unknown,Unknown,Payment delayed 2 months,Unknown,Unknown,Unknown,26663,31589,31772,32146,33128,33923,5700,1000,1200,1500,1500,1900,1
6899,160000,Female,High school,Married,38.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0
21153,320000,Male,Graduate school,Married,38.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,18924,21589,23926,31161,32234,35688,3000,3000,8000,1900,4000,1600,0
20213,30000,Female,High school,Married,51.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,15126,13327,13829,10898,9217,9048,1236,1518,1074,500,300,1000,0
22164,150000,Female,Graduate school,Others,30.0,Payment delayed 1 month,Payed duly,Payment delayed 2 months,Payed duly,Payed duly,Payed duly,6043,50,6527,2168,-7,1373,0,8589,2500,0,1380,0,0
7882,240000,Male,University,Single,33.0,Payed duly,Payed duly,Payed duly,Unknown,Payed duly,Payed duly,1863,15172,8930,7324,10506,10625,15172,8930,0,10526,10625,11982,1
9598,340000,Male,Graduate school,Single,33.0,Payed duly,Payed duly,Payed duly,Payed duly,Unknown,Payed duly,8427,10289,9452,22630,8819,9327,10300,9461,22676,8007,9336,32776,0
22779,350000,Female,Graduate school,Married,41.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5037,14994,3101,17321,-22,4443,15069,3116,17414,0,4465,9434,0
27085,60000,Male,University,Single,32.0,Payed duly,Payment delayed 2 months,Payed duly,Payment delayed 2 months,Unknown,Unknown,2178,1755,58197,50485,37710,38073,0,58197,0,2000,1366,2000,0
18135,10000,Male,High school,Single,46.0,Payment delayed 3 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 3 months,Payment delayed 3 months,Payment delayed 3 months,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1
1766,20000,Female,Graduate school,Single,24.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,7919,8637,9339,10029,10615,11285,1000,1000,1000,900,1000,500,1
22191,210000,Female,Graduate school,Single,31.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,4811,2994,14321,5193,0,4811,2994,14327,5193,2723,0
6454,180000,Female,University,Married,25.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,134733,120775,112784,114794,105248,107130,9148,4030,4211,3798,4000,4327,0
27683,30000,Female,University,Single,22.0,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,Unknown,27987,25690,27032,28070,29402,29854,1420,1762,1800,2089,1059,1123,1
6752,30000,Female,High school,Married,50.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,30615,28691,30474,27468,25813,25251,0,3017,12,3000,0,4000,1
27785,420000,Female,University,Single,25.0,Unknown,Payed duly,Unknown,Unknown,Unknown,Unknown,17685,28206,122212,117835,112705,111357,30553,100000,4013,3822,4086,3800,0
12751,500000,Male,Graduate school,Single,29.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,499452,455071,359940,345238,274743,250930,30483,15773,10393,10580,120081,10996,0
24337,310000,Male,Graduate school,Married,33.0,Payment delayed 1 month,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,232244,157098,84865,70995,45838,36252,40,3959,2807,2000,3000,2000,0
16622,50000,Male,High school,Married,30.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,15397,17699,17127,18076,17061,17419,2882,0,1259,591,613,608,1
812,140000,Female,Graduate school,Single,24.0,Payment delayed 1 month,Unknown,Unknown,Unknown,Payed duly,Payed duly,0,0,0,0,1086,0,0,0,0,1086,0,0,0
9627,460000,Male,Graduate school,Single,36.0,Payed duly,Payed duly,Payed duly,Unknown,Unknown,Unknown,11469,13749,32838,33203,3129,5945,13766,32871,21000,165,3551,28979,0
22665,140000,Female,High school,Married,33.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,136302,127178,78950,80457,41150,-10193,6000,5000,4000,2000,0,71000,0
16258,110000,Female,University,Married,33.0,Unknown,Unknown,Unknown,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,105440,105852,111966,106068,109293,105804,5300,11000,0,8077,0,3947,0
7291,150000,Male,Graduate school,Married,41.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Payment delayed 2 months,113358,124745,121249,124237,132252,134925,14779,0,5000,10000,5000,0,1
7307,30000,Female,High school,Single,33.0,Payment delayed 1 month,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Payment delayed 2 months,24457,25474,26241,25388,26377,27794,1716,1500,911,1400,2000,0,1
29162,100000,Female,University,Single,56.0,Unknown,Payed duly,Payment delayed 2 months,Payed duly,Payed duly,Payed duly,390,780,390,390,3863,390,780,0,390,3863,390,390,0
25985,130000,Female,University,Married,35.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,105976,108127,110356,111070,113441,115649,5400,5460,4033,4220,4199,4427,0
22767,620000,Female,Graduate school,Single,38.0,Payed duly,Payed duly,Payed duly,Unknown,Payed duly,Unknown,1966,35703,1241,-119,23969,5567,35703,1241,119,24088,0,0,0
20839,50000,Male,University,Married,41.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,49401,50079,50463,49407,29708,29308,1803,1988,1514,1041,1056,1078,1
27016,310000,Male,University,Single,35.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,124617,126982,125072,126416,132772,137519,6015,5006,5006,10004,8007,5017,0
28825,280000,Female,University,Married,41.0,Payment delayed 1 month,Payed duly,Payed duly,Payed duly,Payed duly,Unknown,268,509,0,121,0,0,509,0,121,0,0,0,0
7738,80000,Female,University,Single,24.0,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,Unknown,45647,45248,33696,40092,40946,41588,2039,2000,7000,1482,2501,3082,1
4218,150000,Female,Graduate school,Married,29.0,Payed duly,Payed duly,Payed duly,Unknown,Unknown,Unknown,2565,3648,5586,5586,3672,1160,3648,5586,0,426,4040,2320,0
5884,20000,Female,Graduate school,Single,25.0,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,18446,17859,18718,17009,18721,20209,0,1718,900,2000,1800,0,1
18236,60000,Male,University,Married,57.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,59617,47807,35136,34163,27197,26528,3099,3000,5005,2000,4001,3016,0
22837,180000,Female,Graduate school,Married,35.0,Payed duly,Payed duly,Payed duly,Payed duly,Unknown,Unknown,37701,32003,32254,47186,54286,112040,32005,32270,47186,44286,86000,148225,0
6531,160000,Male,University,Single,28.0,Payed duly,Payment delayed 2 months,Payed duly,Payed duly,Unknown,Payed duly,3498,3260,678,0,0,678,0,678,0,0,678,0,0
13649,500000,Male,Graduate school,Single,29.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,8898,1276,24031,41305,5405,32310,1283,24174,41306,5455,36914,12457,0
9458,100000,Male,University,Single,29.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70878,72753,58789,53091,55229,57144,3100,2640,2000,3000,3000,3000,1
17948,50000,Male,High school,Single,37.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,28951,29631,29177,29544,19863,18812,1765,1653,1400,0,0,300,0
2935,20000,Female,University,Married,35.0,Payment delayed 1 month,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,22382,20650,-15000,-15000,-15000,-15000,0,0,0,0,0,0,1
25267,30000,Female,University,Single,25.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,30523,30554,30593,30619,29146,29823,2000,2000,1700,1200,1300,1300,0
8810,390000,Female,Graduate school,Married,64.0,Payment delayed 1 month,Unknown,Unknown,Unknown,Unknown,Payed duly,0,0,0,0,0,8668,0,0,0,0,8668,4490,1
12224,80000,Male,University,Single,28.0,Payment delayed 3 months,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,79425,77223,75075,76348,77798,79843,107,2563,2356,2296,2800,910,1
874,20000,Female,High school,Married,40.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,2946,0,390,390,390,390,0,390,390,390,390,780,0
3526,70000,Male,University,Married,42.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,70293,69199,66398,66282,67580,67273,3300,2600,2600,3000,2600,2600,0
